,edge,edge_text,variables,variables_text
325,(warns/Pd.rsor.|f--3s-/en (avoid/P.ox.-i-----/en disruption/Cc.s/en (in/T/en ties/Cc.p/en)) china/Cp.s/en india/Cp.s/en ((over/M/en invite/P.x.-i-----/en) (to/T/en (+/B.am/. dalai/Cp.s/en lama/Cp.s/en)))),Avoid 'disruption' in ties: China warns India over invite to Dalai Lama,"[{'PRED': ['warns/Pd.rsor.|f--3s-/en'], 'SOURCE': ['china/Cp.s/en'], 'TARGET': ['india/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'China', 'TARGET': 'India'}]"
326,(warns/Pd.rsox.|f--3s-/en report/Cc.s/en israel/Cp.s/en lebanon/Cp.s/en (against/T/en (responding/P.x.|pg----/en (to/T/en (alleged/Mv.<pf----/en attack/Cc.s/en))))),Report: Israel warns Lebanon against responding to alleged attack,"[{'PRED': ['warns/Pd.rsox.|f--3s-/en'], 'SOURCE': ['israel/Cp.s/en'], 'TARGET': ['lebanon/Cp.s/en'], 'TOPIC': [['responding/P.x.|pg----/en'], [['to/T/en'], [['alleged/Mv.<pf----/en'], ['attack/Cc.s/en']]]]}]","[{'PRED': 'warns', 'SOURCE': 'Israel', 'TARGET': 'Lebanon', 'TOPIC': 'responding to alleged attack'}]"
327,(warns/Pd.so.|f--3s-/en australia/Cp.s/en indonesia/Cp.s/en),Australia warns Indonesia,"[{'PRED': ['warns/Pd.so.|f--3s-/en'], 'SOURCE': ['australia/Cp.s/en'], 'TARGET': ['indonesia/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'Australia', 'TARGET': 'Indonesia'}]"
328,(warns/Pd.so.|f--3s-/en blair/Cp.s/en uk/Cp.s/en),Blair warns UK,"[{'PRED': ['warns/Pd.so.|f--3s-/en'], 'SOURCE': ['blair/Cp.s/en'], 'TARGET': ['uk/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'Blair', 'TARGET': 'UK'}]"
329,(warns/Pd.so.|f--3s-/en greece/Cp.s/en europe/Cp.s/en),Greece warns Europe,"[{'PRED': ['warns/Pd.so.|f--3s-/en'], 'SOURCE': ['greece/Cp.s/en'], 'TARGET': ['europe/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'Greece', 'TARGET': 'Europe'}]"
330,(warns/Pd.so.|f--3s-/en israel/Cp.s/en syria/Cp.s/en),Israel warns Syria,"[{'PRED': ['warns/Pd.so.|f--3s-/en'], 'SOURCE': ['israel/Cp.s/en'], 'TARGET': ['syria/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'Israel', 'TARGET': 'Syria'}]"
331,(warns/Pd.so.|f--3s-/en pakistan/Cp.s/en india/Cp.s/en),Pakistan warns India,"[{'PRED': ['warns/Pd.so.|f--3s-/en'], 'SOURCE': ['pakistan/Cp.s/en'], 'TARGET': ['india/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'Pakistan', 'TARGET': 'India'}]"
332,(warns/Pd.so.|f--3s-/en russia/Cp.s/en ukraine/Cp.s/en),Russia warns Ukraine,"[{'PRED': ['warns/Pd.so.|f--3s-/en'], 'SOURCE': ['russia/Cp.s/en'], 'TARGET': ['ukraine/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'Russia', 'TARGET': 'Ukraine'}]"
333,(warns/Pd.sor.|f--3s-/en britain/Cp.s/en scotland/Cp.s/en (forget/P.ox.-i-----/en (the/Md/en pound/Cc.s/en) (if/T/en ((away/Ml/en break/Pd.s.|f-----/en) you/Ci/en)))),Britain warns Scotland: Forget the pound if you break away,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['britain/Cp.s/en'], 'TARGET': ['scotland/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'Britain', 'TARGET': 'Scotland'}]"
334,(warns/Pd.sor.|f--3s-/en canada/Cp.s/en russia/Cp.s/en ((wo/Mm/en (n't/Mn/en rejoin/P.sox.-i-----/en)) it/Ci/en (with/Br.ma/en g7/Cp.s/en putin/Cp.s/en) (in/T/en power/Cc.s/en))),Canada warns Russia it won't rejoin G7 with Putin in power,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['canada/Cp.s/en'], 'TARGET': ['russia/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'Canada', 'TARGET': 'Russia'}]"
335,(warns/Pd.sor.|f--3s-/en china/Cp.s/en canada/Cp.s/en ((not/Mn/en (to/Mi/en allow/P.r.-i-----/en)) ((to/Mi/en speak/P.sx.-i-----/en) (+/B.am/. (+/B.am/. hong/Cp.s/en kong/Cp.s/en) (+/B.am/. democracy/Cc.s/en leader/Cc.s/en)) (to/T/en (canadian/Ma/en (parliamentary/Ma/en committee/Cc.s/en)))))),China warns Canada not to allow Hong Kong democracy leader to speak to Canadian parliamentary committee,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['china/Cp.s/en'], 'TARGET': ['canada/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'China', 'TARGET': 'Canada'}]"
336,(warns/Pd.sor.|f--3s-/en china/Cp.s/en india/Cp.s/en (meet/P.r.-i-----/en ((over/M/en invite/P.xx.-i-----/en) (to/T/en (+/B.am/. dalai/Cp.s/en lama/Cp.s/en)) (to/T/en buddhist/Cp.s/en)))),China warns India over invite to Dalai Lama to Buddhist meet,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['china/Cp.s/en'], 'TARGET': ['india/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'China', 'TARGET': 'India'}]"
337,(warns/Pd.sor.|f--3s-/en china/Cp.s/en pakistan/Cp.s/en (that/T/en (is/P.sc.|f--3s-/en (+/B.am/. (+/B.am/. indian/Cp.s/en (+/B.am/. spy/Cp.s/en agency/Cp.s/en)) raw/Cp.s/en) planning/C/en))),China warns Pakistan that Indian Spy Agency RAW is Planning,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['china/Cp.s/en'], 'TARGET': ['pakistan/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'China', 'TARGET': 'Pakistan'}]"
338,(warns/Pd.sor.|f--3s-/en china/Cp.s/en singapore/Cp.s/en ((to/Mi/en tread/P.x.-i-----/en) (with/T/en (over/Br.ma/en caution/Cc.s/en (seized/Mv.<pf----/en (+/B.am/. troop/Cc.s/en carriers/Cc.p/en)))))),China warns Singapore to tread with caution over seized troop carriers,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['china/Cp.s/en'], 'TARGET': ['singapore/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'China', 'TARGET': 'Singapore'}]"
339,(warns/Pd.sor.|f--3s-/en china/Cp.s/en washington/Cp.s/en ((could/Mm/en take/P.so.-i-----/en) it/Ci/en (over/Br.ma/en (further/Ma/en action/Cc.s/en) (+/B.am/. us/Cp.s/en (+/B.am/. hacking/Cc.s/en charges/Cc.p/en))))),China warns Washington it could take 'further action' over US hacking charges,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['china/Cp.s/en'], 'TARGET': ['washington/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'China', 'TARGET': 'Washington'}]"
340,(warns/Pd.sor.|f--3s-/en eu/Cp.s/en greece/Cp.s/en ((do/Mv.-i-----/en (n't/Mn/en assume/P.r.-i-----/en)) ((will/Mm/en accept/P.so.-i-----/en) (+/B.am/. euro/Cp.s/en zone/Cc.s/en) (your/Mp/en demands/Cc.p/en)))),EU warns Greece: Don't assume euro zone will accept your demands,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['eu/Cp.s/en'], 'TARGET': ['greece/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'EU', 'TARGET': 'Greece'}]"
341,(warns/Pd.sor.|f--3s-/en eu/Cp.s/en poland/Cp.s/en (that/Tt/en (has/P.so.|f--3s-/en it/Ci/en (24/M#/en hours/Cc.p/en)))),EU warns Poland that it has 24 hours,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['eu/Cp.s/en'], 'TARGET': ['poland/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'EU', 'TARGET': 'Poland'}]"
342,(warns/Pd.sor.|f--3s-/en eu/Cp.s/en russia/Cp.s/en (that/T/en ((will/Mm/en hurt/P.so.-i-----/en) (ukraine/Ma/en conflict/Cc.s/en) relations/Cc.p/en))),EU warns Russia that Ukraine conflict will hurt relations,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['eu/Cp.s/en'], 'TARGET': ['russia/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'EU', 'TARGET': 'Russia'}]"
343,(warns/Pd.sor.|f--3s-/en eu/Cp.s/en switzerland/Cp.s/en ((will/Mm/en (be/Mv.-i-----/en reviewed/P.px.<pf----/en)) (all/Md/en treaties/Cc.p/en) (after/T/en (anti/Ma/en (-/Ma/en (immigration/Ma/en vote/Cc.s/en)))))),EU warns Switzerland all treaties will be reviewed after anti-immigration vote,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['eu/Cp.s/en'], 'TARGET': ['switzerland/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'EU', 'TARGET': 'Switzerland'}]"
344,(warns/Pd.sor.|f--3s-/en france/Cp.s/en israel/Cp.s/en ((could/Mm/en escalate/P.so.-i-----/en) (on/Br.ma/en (its/Mp/en ban/Cc.s/en) palestinians/Cp.p/en) violence/Cc.s/en)),France warns Israel its ban on Palestinians could escalate violence,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['france/Cp.s/en'], 'TARGET': ['israel/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'France', 'TARGET': 'Israel'}]"
345,(warns/Pd.sor.|f--3s-/en france/Cp.s/en russia/Cp.s/en (that/T/en ((can/Mm/en justify/P.so.-i-----/en) nothing/Cc.s/en (on/Br.ma/en assault/Cc.s/en (’s/Bp.am/en syria/Cp.s/en aleppo/Cp.s/en))))),France warns Russia that ‘nothing can justify’ assault on Syria’s Aleppo,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['france/Cp.s/en'], 'TARGET': ['russia/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'France', 'TARGET': 'Russia'}]"
346,(warns/Pd.sor.|f--3s-/en hamas/Cp.s/en italy/Cp.s/en ((not/Mn/en (to/Mi/en embark/P.x.-i-----/en)) (on/T/en (against/Br.ma/en (libyan/Ma/en crusade/Cc.s/en) isis/Cp.s/en)))),Hamas warns Italy not to embark on Libyan 'Crusade' against Isis,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['hamas/Cp.s/en'], 'TARGET': ['italy/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'Hamas', 'TARGET': 'Italy'}]"
347,(warns/Pd.sor.|f--3s-/en imf/Cp.s/en ukraine/Cp.s/en ((will/Mm/en halt/P.sox.-i-----/en) it/Ci/en (($/M/en 40bn/M#/en) bailout/Cc.s/en) (unless/T/en (stops/Pd.s.|f--3s-/en corruption/Cc.s/en)))),IMF warns Ukraine it will halt $40bn bailout unless corruption stops,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['imf/Cp.s/en'], 'TARGET': ['ukraine/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'IMF', 'TARGET': 'Ukraine'}]"
348,(warns/Pd.sor.|f--3s-/en india/Cp.s/en kashmiris/Cp.s/en ((to/Mi/en prepare/P.x.-i-----/en) (for/T/en (nuclear/Ma/en war/Cc.s/en)))),India warns Kashmiris to prepare for nuclear war,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['india/Cp.s/en'], 'TARGET': ['kashmiris/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'India', 'TARGET': 'Kashmiris'}]"
349,(warns/Pd.sor.|f--3s-/en india/Cp.s/en pakistan/Cp.s/en ((to/Mi/en stop/P.o.-i-----/en) attacks/Cc.p/en)),India warns Pakistan to stop attacks,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['india/Cp.s/en'], 'TARGET': ['pakistan/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'India', 'TARGET': 'Pakistan'}]"
350,(warns/Pd.sor.|f--3s-/en israel/Cp.s/en brazil/Cp.s/en ((to/Mi/en accept/P.o.-i-----/en) (its/Mp/en (+/B.am/. settler/Cc.s/en ambassador/Cc.s/en)))),Israel warns Brazil to accept its settler ambassador,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['israel/Cp.s/en'], 'TARGET': ['brazil/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'Israel', 'TARGET': 'Brazil'}]"
351,(warns/Pd.sor.|f--3s-/en israel/Cp.s/en lebanon/Cp.s/en ((to/Mi/en curb/P.o.-i-----/en) (for/Br.ma/en (+/B.am/. hezbollah/Cp.s/en reprisals/Cc.p/en) (+/B.am/. air/Cc.s/en strike/Cc.s/en)))),Israel warns Lebanon to curb Hezbollah reprisals for air strike,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['israel/Cp.s/en'], 'TARGET': ['lebanon/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'Israel', 'TARGET': 'Lebanon'}]"
352,(warns/Pd.sor.|f--3s-/en israel/Cp.s/en moscow/Cp.s/en (that/T/en ((will/Mm/en attack/P.sox.-i-----/en) it/Ci/en (of/Br.ma/en shipments/Cc.p/en (russian/Ma/en weapons/Cc.p/en)) (to/T/en syria/Cp.s/en)))),Israel warns Moscow that it will attack shipments of Russian weapons to Syria,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['israel/Cp.s/en'], 'TARGET': ['moscow/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'Israel', 'TARGET': 'Moscow'}]"
353,(warns/Pd.sor.|f--3s-/en italy/Cp.s/en egypt/Cp.s/en ((to/Mi/en speed/P.o.-i-----/en) (of/Br.ma/en pace/Cc.s/en investigation/Cc.s/en))),Italy warns Egypt to speed pace of investigation,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['italy/Cp.s/en'], 'TARGET': ['egypt/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'Italy', 'TARGET': 'Egypt'}]"
354,(warns/Pd.sor.|f--3s-/en kerry/Cp.s/en russia/Cp.s/en (that/T/en ((must/Mm/en allow/P.sox.-i-----/en) assad/Cp.s/en aid/Cc.s/en (into/T/en aleppo/Cp.s/en)))),Kerry warns Russia that Assad must allow aid into Aleppo,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['kerry/Cp.s/en'], 'TARGET': ['russia/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'Kerry', 'TARGET': 'Russia'}]"
355,(warns/Pd.sor.|f--3s-/en nato/Cp.s/en russia/Cp.s/en ((not/Mn/en (to/Mi/en take/P.o?.-i-----/en)) (any/Md/en action/Cc.s/en) (or/J/en ((can/Mm/en escalate/P.so.-i-----/en) that/C/en tension/Cc.s/en) (create/P!.o.-i-----/en misunderstanding/Cc.s/en)))),NATO warns Russia not to take any action that can escalate tension or create misunderstanding,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['nato/Cp.s/en'], 'TARGET': ['russia/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'NATO', 'TARGET': 'Russia'}]"
356,(warns/Pd.sor.|f--3s-/en obama/Cp.s/en china/Cp.s/en (backs/P.o.|f--3s-/en philippines/Cp.p/en)),"Obama warns China, backs Philippines","[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['obama/Cp.s/en'], 'TARGET': ['china/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'Obama', 'TARGET': 'China'}]"
357,(warns/Pd.sor.|f--3s-/en obama/Cp.s/en russia/Cp.s/en ((there/Me/en (will/Mm/en be/P.c.-i-----/en)) (for/Br.ma/en costs/Cc.p/en (in/Br.ma/en (any/Md/en (military/Ma/en intervention/Cc.s/en)) ukraine/Cp.s/en)))),Obama warns Russia “there will be costs” for any military intervention in Ukraine,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['obama/Cp.s/en'], 'TARGET': ['russia/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'Obama', 'TARGET': 'Russia'}]"
358,(warns/Pd.sor.|f--3s-/en pakistan/Cp.s/en india/Cp.s/en (says/P.r.|f--3s-/en ((if/M/en needed/Pd.r.<pf----/en) ((can/Mm/en use/P.o.-i-----/en) (nuclear/Ma/en weapons/Cc.p/en))))),"Pakistan warns India, says can use nuclear weapons if needed","[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['pakistan/Cp.s/en'], 'TARGET': ['india/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'Pakistan', 'TARGET': 'India'}]"
359,(warns/Pd.sor.|f--3s-/en pakistan/Cp.s/en taliban/Cp.s/en ((to/Mi/en leave/P.r.-i-----/en) ((will/Mm/en (be/Mv.-i-----/en forced/P.p.<pf----/en)) (all/Md/en leaders/Cc.p/en)))),Pakistan warns Taliban 'all leaders will be forced to leave,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['pakistan/Cp.s/en'], 'TARGET': ['taliban/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'Pakistan', 'TARGET': 'Taliban'}]"
360,(warns/Pd.sor.|f--3s-/en poland/Cp.s/en brussels/Cp.s/en ((will/Mm/en destroy/P.sox.-i-----/en) it/Ci/en (the/Md/en eu/Cp.s/en) (if/T/en (tries/Pd.sr.|f--3s-/en it/Ci/en (leaving/P.r.|pg----/en (for/T/en ((to/Mi/en punish/P.o.-i-----/en) britain/Cp.s/en))))))),Poland warns Brussels it will Destroy the EU if it tries to punish Britain for leaving,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['poland/Cp.s/en'], 'TARGET': ['brussels/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'Poland', 'TARGET': 'Brussels'}]"
361,(warns/Pd.sor.|f--3s-/en poland/Cp.s/en russia/Cp.s/en (or/J/en ((to/Mi/en change/P.o.-i-----/en) (on/Br.ma/en tack/Cp.s/en ukraine/Cp.s/en)) (face/P!.o.-i-----/en (+/B.am/. further/Cp.s/en sanctions/Cc.p/en)))),Poland Warns Russia to Change Tack on Ukraine or Face Further Sanctions,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['poland/Cp.s/en'], 'TARGET': ['russia/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'Poland', 'TARGET': 'Russia'}]"
362,(warns/Pd.sor.|f--3s-/en putin/Cp.s/en israel/Cp.s/en ((do/Mv.-i-----/en (n't/Mn/en send/P.ox.-i-----/en)) (deadly/Ma/en weapons/Cc.p/en) (to/T/en ukraine/Cp.s/en))),Putin warns Israel: Don't send deadly weapons to Ukraine,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['putin/Cp.s/en'], 'TARGET': ['israel/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'Putin', 'TARGET': 'Israel'}]"
363,(warns/Pd.sor.|f--3s-/en putin/Cp.s/en israel/Cp.s/en ((too/M/en (would/Mm/en provoke/P.?ox.-i-----/en)) (selling/Pd.ox.|pg----/en arms/Cc.p/en (to/T/en ukraine/Cp.s/en)) (russian/Ma/en (s-300/Ma/en sales/Cc.p/en)) (to/T/en syria/Cp.s/en))),Putin warns Israel: Selling arms to Ukraine would provoke Russian S-300 sales to Syria too,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['putin/Cp.s/en'], 'TARGET': ['israel/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'Putin', 'TARGET': 'Israel'}]"
364,(warns/Pd.sor.|f--3s-/en russia/Cp.s/en nato/Cp.s/en ((not/Mn/en (to/Mi/en offer/P.oi.-i-----/en)) membership/Cc.s/en (to/T/en ukraine/Cp.s/en))),Russia warns NATO not to offer membership to Ukraine,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['russia/Cp.s/en'], 'TARGET': ['nato/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'Russia', 'TARGET': 'NATO'}]"
365,(warns/Pd.sor.|f--3s-/en russia/Cp.s/en norway/Cp.s/en (that/T/en ((will/Mm/en hurt/P.so.-i-----/en) (hosting/Mv.|pg----/en (+/B.am/. us/Cp.s/en marines/Cp.p/en)) ties/Cc.p/en))),Russia warns Norway that hosting US Marines will hurt ties,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['russia/Cp.s/en'], 'TARGET': ['norway/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'Russia', 'TARGET': 'Norway'}]"
366,(warns/Pd.sor.|f--3s-/en syria/Cp.s/en israel/Cp.s/en (after/T/en (hit/P.so.<f-----/en rockets/Cc.p/en (+/B.am/. air/Cc.s/en base/Cc.s/en)))),Syria warns Israel after rockets hit air base,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['syria/Cp.s/en'], 'TARGET': ['israel/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'Syria', 'TARGET': 'Israel'}]"
367,(warns/Pd.sor.|f--3s-/en uae/Cp.s/en qatar/Cp.s/en ((to/Mi/en accept/P.o.-i-----/en) (or/J/en demands/Cc.p/en (+/B.am/. face/Cm/en divorce/Cc.s/en)))),UAE warns Qatar to accept demands or face 'divorce,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['uae/Cp.s/en'], 'TARGET': ['qatar/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'UAE', 'TARGET': 'Qatar'}]"
368,(warns/Pd.sor.|f--3s-/en ukraine/Cp.s/en russia/Cp.s/en (that/T/en ((will/Mm/en lead/P.sx.-i-----/en) (+/B.am/. crimea/Cp.s/en intervention/Cc.s/en) (to/T/en war/Cc.s/en)))),Ukraine warns Russia that Crimea intervention will lead to war,"[{'PRED': ['warns/Pd.sor.|f--3s-/en'], 'SOURCE': ['ukraine/Cp.s/en'], 'TARGET': ['russia/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'Ukraine', 'TARGET': 'Russia'}]"
369,(warns/Pd.sorx.|f--3s-/en eu/Cp.s/en russia/Cp.s/en (for/Br.ma/en ready/Ca/en (necessary/Ma/en steps/Cc.p/en)) (if/T/en (breached/Pd.s.<f-----/en (+/B.am/. ukraine/Cp.s/en pact/Cc.s/en)))),EU warns Russia: Ready for 'necessary steps' if Ukraine pact breached,"[{'PRED': ['warns/Pd.sorx.|f--3s-/en'], 'SOURCE': ['eu/Cp.s/en'], 'TARGET': ['russia/Cp.s/en'], 'TOPIC': [['breached/Pd.s.<f-----/en'], [['+/B.am/.'], ['ukraine/Cp.s/en'], ['pact/Cc.s/en']]]}]","[{'PRED': 'warns', 'SOURCE': 'EU', 'TARGET': 'Russia', 'TOPIC': 'Ukraine pact breached'}]"
370,(warns/Pd.sox.|f--3s-/en carter/Cp.s/en china/Cp.s/en (against/T/en (building/P.o.|pg----/en (of/Br.ma/en (+/B.am/. great/Cp.s/en wall/Cp.s/en) (+/B.am/. self/Cc.s/en isolation/Cc.s/en))))),Carter warns China against building 'Great Wall of self-isolation,"[{'PRED': ['warns/Pd.sox.|f--3s-/en'], 'SOURCE': ['carter/Cp.s/en'], 'TARGET': ['china/Cp.s/en'], 'TOPIC': [['building/P.o.|pg----/en'], [['of/Br.ma/en'], [['+/B.am/.'], ['great/Cp.s/en'], ['wall/Cp.s/en']], [['+/B.am/.'], ['self/Cc.s/en'], ['isolation/Cc.s/en']]]]}]","[{'PRED': 'warns', 'SOURCE': 'Carter', 'TARGET': 'China', 'TOPIC': ""building 'Great Wall of self-isolation""}]"
371,(warns/Pd.sox.|f--3s-/en china/Cp.s/en india/Cp.s/en (against/T/en (deploying/P.o.|pg----/en (in/Br.ma/en (+/B.am/. brahmos/Cp.s/en (+/B.am/. cruise/Cc.s/en missile/Cc.s/en)) arunachal/Cp.s/en)))),China warns India against deploying BrahMos cruise missile in Arunachal,"[{'PRED': ['warns/Pd.sox.|f--3s-/en'], 'SOURCE': ['china/Cp.s/en'], 'TARGET': ['india/Cp.s/en'], 'TOPIC': [['deploying/P.o.|pg----/en'], [['in/Br.ma/en'], [['+/B.am/.'], ['brahmos/Cp.s/en'], [['+/B.am/.'], ['cruise/Cc.s/en'], ['missile/Cc.s/en']]], ['arunachal/Cp.s/en']]]}]","[{'PRED': 'warns', 'SOURCE': 'China', 'TARGET': 'India', 'TOPIC': 'deploying BrahMos cruise missile in Arunachal'}]"
372,(warns/Pd.sox.|f--3s-/en china/Cp.s/en japan/Cp.s/en (over/T/en ((abroad/M/en expanding/P.o.|pg----/en) (military/Ma/en role/Cc.s/en)))),China warns Japan over expanding military role abroad,"[{'PRED': ['warns/Pd.sox.|f--3s-/en'], 'SOURCE': ['china/Cp.s/en'], 'TARGET': ['japan/Cp.s/en'], 'TOPIC': [[['abroad/M/en'], ['expanding/P.o.|pg----/en']], [['military/Ma/en'], ['role/Cc.s/en']]]}]","[{'PRED': 'warns', 'SOURCE': 'China', 'TARGET': 'Japan', 'TOPIC': 'expanding military role abroad'}]"
373,(warns/Pd.sox.|f--3s-/en china/Cp.s/en soros/Cp.s/en (against/T/en (declaring/P.ox.|pg----/en war/Cc.s/en (on/T/en (its/Mp/en currency/Cc.s/en))))),China warns Soros against ‘declaring war on its currency,"[{'PRED': ['warns/Pd.sox.|f--3s-/en'], 'SOURCE': ['china/Cp.s/en'], 'TARGET': ['soros/Cp.s/en'], 'TOPIC': [['declaring/P.ox.|pg----/en'], ['war/Cc.s/en'], [['on/T/en'], [['its/Mp/en'], ['currency/Cc.s/en']]]]}]","[{'PRED': 'warns', 'SOURCE': 'China', 'TARGET': 'Soros', 'TOPIC': 'declaring war on its currency'}]"
374,(warns/Pd.sox.|f--3s-/en france/Cp.s/en russia/Cp.s/en (against/T/en (meddling/P.x.|pg----/en (in/T/en election/Cc.s/en)))),France warns Russia against meddling in election,"[{'PRED': ['warns/Pd.sox.|f--3s-/en'], 'SOURCE': ['france/Cp.s/en'], 'TARGET': ['russia/Cp.s/en'], 'TOPIC': [['meddling/P.x.|pg----/en'], [['in/T/en'], ['election/Cc.s/en']]]}]","[{'PRED': 'warns', 'SOURCE': 'France', 'TARGET': 'Russia', 'TOPIC': 'meddling in election'}]"
375,(warns/Pd.sox.|f--3s-/en germany/Cp.s/en uk/Cp.s/en (over/T/en (leaving/P.o.|pg----/en eu/Cp.s/en))),Germany warns UK over leaving EU,"[{'PRED': ['warns/Pd.sox.|f--3s-/en'], 'SOURCE': ['germany/Cp.s/en'], 'TARGET': ['uk/Cp.s/en'], 'TOPIC': [['leaving/P.o.|pg----/en'], ['eu/Cp.s/en']]}]","[{'PRED': 'warns', 'SOURCE': 'Germany', 'TARGET': 'UK', 'TOPIC': 'leaving EU'}]"
